apartmentid,floorplannumber,description,bed,bath,area
78085,9,Grand Overlook,3,2,1430
78085,10,w/2AG,3,2,1334
78085,11,Designer Courtyard,2,2,1062
78085,12,Grand Courtyard,3,2,1334
78085,13,Designer Overlook,2,2,1152
78085,14,Grand Courtyard,2,2,1088
78085,15,w/1AG,2,2,1088
78085,16,Grand Overlook,2,2,1185
78085,17,w/1AG,2,2,1185
78093,1,Allington,1,1,743
78093,2,Addison,1,1,812
78093,3,Alexander,1,1,752
78093,4,Anderson,1,1,672
78093,5,Bravard,2,2,1165
78093,6,Burgess,2,2,1177
78093,7,Collingsworth,3,2,1433
78134,2,1 Bedroom,1,1,605
78134,3,2 Bedrooms,2,2,893
78134,4,Studio,0,1,450
78134,5,Studio Loft,0,1,531
78134,6,3 Bedrooms,3,2,1430
78137,1,1 Bedroom + 1 Bath,1,1,800
78137,2,1 Bedroom + 1 Bath+ Alcove,1,1,1052
78137,3,2 Bedroom + 2 Bath,2,2,1050
78137,4,2 Bedroom + 2 Bath + Alcove,2,2,1320
78149,3,S1A,0,1,483
78149,4,S1B,0,1,483
78149,5,S1C,0,1,566
78149,6,S2A,0,1,449
78149,7,S2B,0,1,463
78149,8,S3,0,1,423
78149,9,S4,0,1,501
78149,10,1B1A,1,1,663
78149,11,1B1B,1,1,663
78149,12,1B2A,1,1,659
78149,13,1B2B,1,1,659
78149,14,1B3,1,1,707
78149,15,1B4,1,1,704
78149,16,1B5,1,1,735
78149,17,2B1,2,2,926
78149,18,2B2,2,2,954
78149,19,2B3,2,2,954
78149,20,2B4,2,2,990
78179,1,1BD/1BR-1,1,1,550
78179,2,2BD/1BR-2,2,1,900
78179,3,2BD/2BR-2,2,2,1050
78179,4,3BD/2BR-3,3,2,1230
78192,1,1BD/1BR-1,1,1,626
78192,2,2BD/1BR-2,2,1,892
78192,3,Two bedroom Two Bathroom Apartment Style E,2,2,933
78192,4,2BD/1BR-2,2,1,826
78192,5,2BD/2BR-2,2,2,878
78192,6,2BD/2BR-2,2,2,896
78192,7,Two Bedroom 1.5 Bath Townhouse Style T16,2,1.5,932
78192,8,Two Bedroom 1.5 Bath Townhouse Style T18,2,1.5,1096
78192,9,Two Bedroom 1.5 Bath Townhouse Style T18,2,1.5,1096
78341,6,Chickadee,1,1,740
78341,7,Nighthawk,2,2,928
78341,8,Longspur,2,2,977
78341,9,Tanager,3,2,1228
78341,10,Kinglet,3,3,1836
78358,1,Richmond,1,1,800
78358,2,Mansfield,2,2,1157
78358,3,Newcastle,2,2,1223
78358,4,Oglethorpe,3,2,1332
78358,5,Mansfield Sunroom,2,2,1253
78373,1,1BD/1BR-1,1,1,900
78373,2,2 Bed 1 Bath u (fen2.1u),2,1,1200
78373,3,2 Bed 1.5 Bath (fen2.15),2,1.5,1350
78373,4,Closet,3,1.5,1350
78374,1,Martin,1,1,722
78374,2,Monroe,1,1,766
78374,3,Akeman,2,1,1002
78374,4,Baker,2,2,1083
78374,5,Carter,2,2,1188
78374,6,Garcia,2,2,1313
78374,7,Lewis,3,2,1350
78381,1,,1,1,605
78381,2,B2,2,1,660
78381,3,B3,2,1,770
78381,4,B,2,1,640
78381,5,A 505sf,1,1,506
78508,1,Apartment,1,1,750
78508,2,Townhome,2,1.5,1125
78508,3,Townhome,3,1.5,1380
78555,1,2BD/1BR-2,2,1,1000
78555,2,2BD/1BR-2,2,1,1050
78555,3,2BD/1BR-2,2,1,1030
78555,4,2BD/1BR-2,2,1,1100
78555,5,2BD/2BR-2,2,2,1115
78555,6,2BD/2BR-2,2,2,1180
78561,1,Hepburn,1,1,772
78561,2,Gable,2,2,1062
78561,3,Bardot,3,2,1204
78561,4,Gable,2,2,1150
78593,1,1BD/1BR-1,1,1,540
78593,2,2BD/1BR-2,2,1,770
78597,1,S1,0,1,430
78597,2,S2,0,1,516
78597,3,S4,0,1,529
78597,4,S3,0,1,464
78597,5,S5,0,1,549
78597,6,A1,1,1,565
78597,7,A2,1,1,654
78597,8,A3,1,1,655
78597,9,U3,1,1,656
78597,10,A4,1,1,659
78597,11,A7,1,1,742
78597,12,U5,1,1,682
78597,13,A6,1,1,687
78597,14,A10,1,1,734
78597,15,A11,1,1,742
78597,16,A1,1,1,930
78597,17,A3,1,1,811
78597,18,A13,1,1,755
78597,19,A9,1,1,795
78597,20,A8,1,1,739
78597,21,A14,1,1,889
78597,22,AP8 w/Den,1,1,901
78597,23,AP6 w/Den,1,1,885
78597,24,AP4,1,1,1047
78597,25,A15,1,1,1178
78597,26,C1,2,2,1275
78597,27,B3,2,2,1154
78597,28,B4,2,2,1267
78597,29,B5,2,2,1311
78597,30,B15,2,2,1518
78597,31,B7,2,2,1506
78597,32,B15,2,2.5,1518
78597,33,B8,2,2,1520
78597,34,B9,2,2,1637
78597,35,B11,2,2.5,1255
78597,36,B13,2,2.5,1280
78597,37,B13,2,2,1280
78597,38,B14,2,2.5,1506
78597,39,B16,2,2.5,1543
78597,40,B17,2,2.5,2026
78679,1,bethany,2,1.5,1035
78679,2,madison,2,1.5,1035
78679,3,benjamin,2,1.5,1200
78679,4,grant,2,1.5,1200
78693,1,The Blackshear,1,1,675
78693,2,The Blue Ridge,1,1,680
78693,3,The Hartwell,1,1,720
78693,4,The Burton,1,1,690
78693,5,The Lanier,1,1,785
78693,6,The Jackson,1,1,780
78693,7,The Chatuge,1,1,705
78693,8,The Allatoona,1,1,620
78693,9,The Nottely,2,2,1075
78693,10,The Oconee,2,2,1090
78693,11,The Rabun,2,2,1094
78693,12,The Sinclair,2,2,1145
78693,13,The Russell,2,2,1125
78693,14,The Sovereign,2,2,1315
78693,15,The Spivey,2,2,1660
78694,1,A1,1,1,570
78694,2,A2,1,1,756
78694,3,B1,2,2,966
78694,4,B2,2,2,972
78694,5,A3,1,1,782
78694,6,B2,2,2,966
78696,1,S1-Jade,0,1,640
78696,2,A1 - Peridot,1,1,733
78696,3,A2 - Citrine,1,1,749
78696,4,A3 - Pearl,1,1,898
78696,5,A4 - Opal,1,1,898
78696,6,A5 - Garnet,1,1,898
78696,7,B1 - Topaz,2,2,1046
78696,8,B2 - Amethyst,2,2,1210
78696,9,B4 - Ruby,2,2,1242
78696,10,B5 - Emerald,2,2,1312
78696,11,B6 - Diamond,2,2,1323
78696,12,B3 - Sapphire DEN,2,2,1270
78700,1,S1,0,1,634
78700,2,S2,0,1,650
78700,3,A1,1,1,708
78700,4,A2,1,1,698
78700,5,A3,1,1,747
78700,6,A4,1,1,758
78700,7,A5,1,1,707
78700,8,AD2,1,1,995
78700,9,AD1,1,1,1020
78700,10,AD4,1,1,904
78700,11,AD3,1,1.5,985
78700,12,B3,2,2,1058
78700,13,B2,2,2,1047
78700,14,B1 ALT,2,2,1090
78700,15,B1,2,2,1090
78700,16,B7,2,2,1111
78700,17,B6,2,2,1151
78700,18,B4,2,2,1112
78700,19,BD2,2,2,1342
78700,20,BD1,2,2,1396
78700,21,BD3,2,2,1233
78700,22,BD5,2,2,1246
78700,23,B1A,2,2,1090
78713,2,A1,1,1,678
78713,3,A1- Opal,1,1,675
78713,4,A2- Ruby,1,1,708
78713,5,A3- Jade,1,1,821
78713,6,A3A,1,1,844
78713,7,,1,1,898
78713,8,A4- Onyx,1,1,921
78713,9,B1- Pearl,2,2,1085
78713,10,B2- Garnet,2,2,1151
78713,11,,2,2,1122
78713,12,B2B,2,2,1186
78713,13,B4- Aquamarine,2,2,1250
78713,14,B8- Turquoise,2,2,1126
78713,15,B9- Amethyst,2,2,1707
78713,16,TH-B Palladium,2,2,2323
78713,17,,2,2,1212
78713,18,B3A w/den,2,2,1180
78713,19,B3B w/den,2,2,1222
78713,20,B3- Amber,2,2,1228
78713,21,B5- Sapphire,2,2,1560
78713,22,TH-A Platinum,2,2,1481
78713,23,B6- Emerald,2,2.5,1674
78713,24,B7- Topaz,2,2,1749
78717,1,S1,0,1,558
78717,2,S2,0,1,613
78717,3,S3,0,1,654
78717,4,S4,0,1,717
78717,5,A1,1,1,719
78717,6,A2,1,1,715
78717,7,A3,1,1,723
78717,8,A4,1,1,731
78717,9,A5,1,1,767
78717,10,A6,1,1,775
78717,11,A7,1,1,825
78717,12,A8,1,1,968
78717,13,B1,2,2,1081
78717,14,B2,2,2,1089
78717,15,B3,2,2,1150
78717,16,B4,2,2,1364
78717,17,C1,3,2,1460
78717,31,S1.2,0,1,619
78717,32,S1.1,0,1,583
78717,33,A2.8,1,1,775
78717,34,S3.1 (Terrace),0,1,654
78717,35,A2.6,1,1,754
78717,36,A2.6 - HC,1,1,754
78717,37,A2.9 - HC,1,1,825
78717,38,A2.9,1,1,825
78717,39,A2.7,1,1,760
78717,40,A7.5,1,1,949
78717,42,B1.2,2,2,1122
78717,43,B1.2 - HC,2,2,1122
78717,44,A2.1,1,1,715
78717,45,A2.10,1,1,839
78717,46,A2.11,1,1,839
78717,47,A2.2,1,1,736
78717,48,A2.3,1,1,736
78717,49,A2.4,1,1,733
78717,50,A2.5,1,1,733
78717,51,A4.1 (Terrace),1,1,731
78717,52,A7.1,1,1,838
78717,53,A7.2,1,1,838
78717,54,A7.3,1,1,892
78717,55,A7.4,1,1,892
78717,56,A8.1,1,1,968
78717,57,B1.1,2,2,1081
78717,58,C1-HC,3,2,1460
78717,59,S4.1,0,1,717
78720,1,Angora,1,1,625
78720,2,Buckram,1,1,750
78720,3,Chanille,1,1,780
78720,4,Drugget,1,1,797
78720,5,Epingle,2,2,1088
78720,6,Fustain,2,2,1091
78720,7,Grenadine,2,2,1131
78720,8,Hodden,2,2,1134
78720,9,Imberline,3,2,1292
78722,3,A2,1,1,589
78722,4,B4,2,1,634
78722,5,S2,0,1,360
78722,6,B6,2,2,722
78722,7,B9,2,2,834
78722,8,B5,2,1,652
78722,9,B1,2,1,555
78722,10,S1,0,1,336
78722,11,A1,1,1,461
78722,12,B8,2,2,824
78722,13,B2,2,1,602
78722,14,B7,2,2,780
78722,15,B3,2,1,610
78724,1,S,0,1,587
78724,2,A1,1,1,732
78724,3,A2,1,1,796
78724,4,A3,1,1,718
78724,5,A4,1,1,863
78724,6,A5,1,1,839
78724,7,B1,2,2,1016
78724,8,B2,2,2,1192
78724,9,B3,2,2,1103
78724,10,B4,2,2,1170
78724,11,B5,2,2,1135
78724,12,B6,2,2,1256
78724,13,C1,3,2,1366
78724,14,CA,3,2,1383
78724,15,S1.2,0,1,535
78724,16,S2.2,0,1,535
78724,17,S3.2,0,1,602
78724,18,S4.2,0,1,602
78724,19,S5.2,0,1,602
78724,20,S6.2 A,0,1,602
78724,21,A1.2,1,1,756
78724,22,A2.2,1,1,768
78724,23,A3.2,1,1,768
78724,24,A4.2,1,1,768
78724,25,A5.2,1,1,768
78724,26,A6.2A,1,1,768
78724,27,B1.2,2,2,1064
78724,28,B2.2,2,2,1307
78724,29,B3.2,2,2,1312
78724,30,B4.2,2,2,1312
78724,31,B5.2A,2,2,1312
78724,32,T1.2,3,2.5,1776
78737,1,A1,1,1,839
78737,2,A2,1,1,973
78737,3,A3,1,1,769
78737,4,A4,1,1,750
78737,5,A5,1,1,865
78737,6,A6,1,1,1045
78737,7,B1,2,2,1178
78737,8,B10,1,1,1058
78737,9,B11,2,2,1290
78737,10,B12,2,2,1187
78737,11,B13,2,2,1183
78737,12,B14,2,2,1342
78737,13,B15,2,2,1171
78737,14,B16,2,2,1473
78737,15,B2,2,2,1159
78737,16,B3,2,2,1163
78737,17,B4,2,2,1164
78737,18,B5,2,2,1164
78737,19,B6,2,2,1223
78737,20,B7,2,2,1219
78737,21,B9,2,2,1253
78737,22,C1,3,2,1537
78737,23,C3,3,2.5,1365
78737,24,C4,3,2,1546
78737,25,C5,3,2,1552
78737,26,S1,0,1,727
78737,27,C2,3,2,1572
78742,1,Iconic,1,1,935
78742,2,Grandeur,2,2,1365
78742,3,Elite,2,2,1415
78742,4,Regent,3,2,1565
78742,5,Pinnacle + Den,2,2,1700
78742,6,Medalist,3,2,1780
78742,7,Bravo,3,2.5,1825
78742,8,Champion,3,2.5,1760
78758,2,S1,0,1,586
78758,3,A1,1,1,569
78758,4,A2,1,1,595
78758,5,A5,1,1,672
78758,6,A4,1,1,672
78758,7,A6,1,1,692
78758,8,A7,1,1,697
78758,9,A9,1,1,738
78758,10,A10,1,1,738
78758,11,A12,1,1,793
78758,12,A11,1,1,826
78758,13,A14,1,1,882
78758,14,A13,1,1,879
78758,15,A15,1,1,926
78758,16,A16,1,1,1131
78758,17,B2,2,2,1110
78758,18,B3,2,2,1146
78758,19,B4,2,2,1153
78758,20,B7,2,2,1330
78758,21,B9,2,2,1430
78758,22,A3,1,1,629
78758,23,A8,1,1,719
78758,24,B6,2,2,1254
78758,25,B8,2,2,1376
78758,26,B5,2,2,1153
78758,27,B1,2,2,926
78759,2,A1,1,1,608
78759,3,A5,1,1,746
78759,4,A5-1,1,1,754
78759,5,A7 ALT,1,1,755
78759,6,A8,1,1,772
78759,7,A9S FLEX,1,1,773
78759,8,AA1OS,1,1,781
78759,9,B1,2,2,998
78759,10,AA13D,1,1,1027
78759,11,B3,2,2,1083
78759,12,B4,2,2,1163
78759,13,C1,3,3,1520
78759,14,A3,1,1,672
78759,15,A6,1,1,751
78759,16,AA11S,1,1,872
78759,17,AA12,1,1,1024
78759,18,B2,2,2,999
78759,19,B5,2,2,1205
78759,20,A2,1,1,662
78759,21,A4,1,1,743
78759,22,A7S,1,1,755
78759,23,A8 FLEX,1,1,772
78759,24,AA13-D FLEX,1,1,1027
78759,25,B3 ALT,2,2,1083
78759,26,B4 FLEX,2,2,1163
78759,27,C1 ALT,3,3,1520
78759,28,C1 FLEX,3,3,1520
78783,1,Link S1A,0,1,542
78783,2,Link A1D,1,1,830
78783,3,Link A1B,1,1,624
78783,4,Link A1A,1,1,608
78783,5,Link A1C,1,1,700
78783,6,Link B2C,2,2,984
78783,7,B2D,2,2,1005
78783,8,Link B1A,2,1,819
78783,9,Link B1BH,2,1,984
78783,10,Link B2F,2,2,1170
78783,11,Link B2D,2,2,962
78783,12,Link B2E,2,2,1173
78783,13,Link S1BX,0,1,542
78783,14,B2G,2,2,1090
78783,15,A1BL,1,1,750
78783,16,A1BEL,1,1,815
78783,17,B1H,2,1,1065
78785,1,S1A,0,1,348
78785,2,A1C,1,1,684
78785,3,A1B,1,1,702
78785,4,A1A,1,1,706
78785,5,A1HC,1,1,771
78785,6,B2J,2,2,890
78785,7,B2G,2,2,919
78785,8,B2K,2,2,923
78785,9,B2B,2,2,978
78785,10,B2C,2,2,980
78785,11,B2F,2,2,983
78785,12,B2D,2,2,986
78785,13,B2L,2,2,993
78785,14,B2A,2,2,988
78785,15,B2HC,2,2,1028
78785,16,B2H,2,2,1036
78785,17,B2E,2,2,1071
78785,18,C2HC,3,2,1162
78791,1,Workforce Studio,0,1,574
78791,2,Workforce Jr 1BR,1,1,628
78791,3,Workforce 1BR,1,1,750
78791,4,,2,1,1000
78791,5,Workforce B4,2,1,945
78791,6,,2,2,992
78791,7,B2-Workforce**,2,2,1112
78791,8,,2,2,1185
78791,9,,2,2,1058
78791,10,One Bedroom A2-Workforce**,1,1,680
78791,11,One Bedroom A1,1,1,700
78794,1,Ta1,1,1,766
78794,2,Ta2t,1,1,792
78794,3,Ta3s,1,1,819
78794,4,Tb1,2,2,1095
78794,5,Tb2,2,2,1101
78794,6,Tb3,2,2,1121
78794,7,A4,1,1,829
78794,8,Ta5,1,1,1099
78794,9,Ta4,1,1,837
78794,10,C1,3,2,1511
78794,11,C1 TC,3,2,1511
78794,12,TC A1,1,1,766
78794,13,TC A2,1,1,792
78794,14,TC A3,1,1,819
78794,15,TC B1,2,2,1095
78794,16,TC B2,2,2,1101
78794,17,TC B3,2,2,1121
78794,18,Tb4b,2,2,1379
78794,19,Tb4c,2,2,1245
78794,20,Tb2b,2,2,1151
78794,21,Ta6,1,1,934
78794,22,Tb2a,2,2,1127
78794,23,Tb4,2,2,1409
78794,24,Tb4a,2,2,1355
78798,1,A1,1,1,634
78798,2,A2,1,1,675
78798,3,A3,1,1,776
78798,4,A4,1,1,860
78798,5,CU1,1,1,770
78798,6,B1,2,2,950
78798,7,B2,2,2,1155
78798,8,B3,2,2,1283
78798,9,B4,2,2,1197
78798,10,C1,3,2,1342
78807,1,A1A-P,1,1,672
78807,2,A1B-P,1,1,768
78807,3,A1C-P,1,1,773
78807,4,A1D-P,1,1,843
78807,5,B2A-P,2,2,1015
78807,6,B2B-P,2,2,1114
78807,7,B2C-P,2,2,1215
78807,8,C2A-P,3,2,1287
78807,9,A1A-S,1,1,587
78807,10,A1C,1,1,642
78807,11,A3,1,1,704
78807,12,A1E-S,1,1,749
78807,13,A1F-S,1,1,812
78807,14,A1G-S,1,1,862
78807,15,A1H-S,1,1,921
78807,16,B2A-S,2,2,882
78807,17,B2,2,2,976
78807,18,B2C-S,2,2,1131
78807,19,B4,2,2,1216
78807,20,C2A-S,3,2,1367
78807,21,C2B-S,3,2.5,1704
78807,22,A1A-S (garage),1,1,587
78807,23,A1B-S,1,1,635
78807,24,A4G,1,1,749
78807,25,B1G,2,2,882
78807,26,B2B-S,2,2,976
78807,27,B2D-S,2,2,1216
78807,28,A1A-M,1,1,618
78807,29,A1B-M,1,1,666
78807,30,A1C-M,1,1,679
78807,31,A1D-M,1,1,726
78807,32,A1E-M,1,1,743
78807,33,A1F-M,1,1,757
78807,34,A1G-M,1,1,867
78807,35,B2A-M,2,2,885
78807,36,B2B-M,2,2,975
78807,37,B3,2,2,1020
78807,38,B2D-M,2,2,1140
78807,39,B4-E,2,2,1153
78807,40,C1,3,2,1381
78807,41,C2A-M,2,2,1379
78872,2,A,0,1,544
78872,3,B,0,1,618
78872,4,C,0,1,640
78872,5,D,1,1,757
78872,6,E,1,1,763
78872,7,F,1,1,791
78872,8,G,1,1,791
78872,9,H,1,1,833
78872,10,I,1,1,956
78872,11,J,2,2,1120
78872,12,K,2,2,1128
78872,13,L,2,2,1154
78872,14,M,2,2,1154
78872,15,N,2,2,1171
78872,16,O,2,2,1277
78872,17,P,2,2,1323
78872,18,Q,2,2,1330
78872,19,R,2,2,1357
78872,20,S,3,2,1365
78872,21,T,3,2,1365
78872,22,U,3,2,1517
78872,23,V,3,2,1529
78910,1,S1-Soaring,0,1,593
78910,2,A1 - Adorn,1,1,710
78910,3,B1 - Ballad,2,2,1041
78910,4,C1 - Verve,3,2,1430
78910,5,S2 - Serenity,0,1,554
78910,6,S3 - Serendipity,1,1,744
78910,7,A3 - Avail,1,1,669
78910,8,A4 - Ardent,1,1,902
78910,9,A5 - Artful,1,1,747
78910,10,A6 - Aster,1,1,786
78910,11,B2 - Balance,2,2,1067
78910,12,B3 - Breathe,2,2,1036
78910,13,B4 - Bella,2,2,1093
78910,14,B5 - Brio,2,2,1080
78910,15,B6 - Bliss,2,2,1334
78910,16,C2 - Vivid,3,2,1418
78910,17,S1HC - Soaring,0,1,593
78910,18,A1-3 - Adorn,1,1,694
78910,19,A112 - Adorn,1,1,694
78910,20,A4HC - Ardent,1,1,902
78910,21,B1HC - Ballad,2,2,1041
78910,22,C1HC - Verve,3,2,1430
78911,2,A1A,1,1,661
78911,3,A1B,1,1,815
78911,4,A1C,1,1,842
78911,5,A1D,1,1,984
78911,6,A1E,1,1.5,1064
78911,7,B2A,2,2,1011
78911,8,B2B,2,2,1105
78911,9,B2D,2,2,1218
78911,10,B2C,2,2,1211
78911,11,,2,2,1279
78911,12,C2A,3,2,1471
78937,1,1BD/1BR-1,1,1,737
78937,2,2BD/2BR-2,2,2,900
78937,3,2BD/2BR-2,2,2,931
78937,4,2BD/2BR-2,2,2,1024
78947,1,Style 17,1,1,524
78947,2,Style 17,1,1,533
78947,3,,1,1,539
78947,4,,1,1,582
78947,5,ADA - 609-643sf,1,1,609
78947,6,Style 18,1,1,617
78947,7,Style 18,1,1,582
78947,8,Palmer 03 - 634-656sf,1,1,634
78947,9,Style 16 - 640-651sf,1,1,640
78947,10,ADA,1,1,643
78947,11,,1,1,646
78947,12,,1,1,650
78947,13,Style 16,1,1,651
78947,14,Palmer 03,1,1,656
78947,15,Apt 509 - 693-938sf,1,1,693
78947,16,,1,1,705
78947,17,,1,1,706
78947,18,,1,1,742
78947,19,Style 12,1,1,751
78947,20,Style 12,1,1,755
78947,21,Style 11 - 756-776sf,1,1,756
78947,22,Style 12,1,1,757
78947,23,,1,1,758
78947,24,Palmer 02,1,1,774
78947,25,,1,1,776
78947,26,Palmer 02,1,1,785
78947,27,Style 08 - 823-843sf,1,1,823
78947,28,Style 08,1,1,843
78947,29,1B+Den - 731-856sf,1,1,731
78947,30,1B+Den,1,1,856
78947,31,Apt 506,1,1,938
78947,32,Apt 103,1,1,1048
78947,33,Style 14,2,1,803
78947,34,,2,1,807
78947,35,Style 14,2,1,810
78947,36,Style 14,2,1,816
78947,37,Palmer 01 - 891-938sf,2,1,891
78947,38,,2,1,910
78947,39,,2,1,912
78947,40,Palmer 01,2,1,938
78947,41,Style 19 - 943-979sf,2,1,943
78947,42,Palmer 15,2,1,956
78947,43,,2,1,969
78947,44,Vine 25,2,1,973
78947,45,Style 19,2,1,969
78947,46,,2,1,980
78947,47,Palmer 15,2,1,984
78947,48,2B2B - 963-965sf,2,2,963
78947,49,2B2B - 963-965sf,2,2,965
78947,50,Palmer 05 - 993-1036 sf,2,2,993
78947,51,,2,2,1024
78947,52,,2,2,1029
78947,53,Palmer 05,2,2,1024
78947,54,Style 07 - 1055-1074sf,2,2,1055
78947,55,Style 07,2,2,1056
78947,56,,2,2,1057
78947,57,Palmer 04,2,2,1072
78947,58,Style 07,2,2,1074
78947,59,,2,2,1080
78947,60,,2,2,1081
78947,61,Palmer 04,2,2,1086
78947,62,Style 10 - 1097-1127sf,2,2,1097
78947,63,,2,2,1118
78947,64,Style 10,2,2,1122
78947,65,Style 10,2,2,1127
78947,66,Apt 104,2,2,1131
78947,67,Style 09 - 1207-1250sf,2,2,1207
78947,68,Apt 102,2,2,1210
78947,69,Style 09,2,2,1245
78947,70,,2,2,1247
78947,71,Style 09,2,2,1250
78947,72,Penthouse,2,2.5,1589
78947,73,Apt 219,1,1,478
78947,74,Vine 21-24,1,1,577
78947,75,Vine 26,1,1,637
78947,76,Vine 22-23 - 670-684sf,1,1,670
78947,77,A20  (691-694sqft),1,1,691
78947,78,Apt 107,1,1,962
78947,79,Vine 25,2,1,977
78949,1,The Skiff,1,1,652
78949,2,The Cutter,1,1,755
78949,3,The Schooner,1,1,773
78949,4,The Windjammer,1,1,865
78949,5,The marsh w/ balcony,2,2,1060
78949,6,The Surf w/ patio,2,2,1158
78949,7,The Harbor,2,2,1076
78949,8,The Clipper,3,2,1376
78949,9,The Brig w/ patio,3,2,1273
78952,1,Downstairs,1,1,463
78952,2,Upstairs,1,1,463
78952,3,Downstairs,2,2,898
78952,4,Upstairs,2,2,898
78952,5,Downstairs,3,2,1096
78952,6,Upstairs,3,2,1096
78956,1,Driftwood,2,2,1127
78956,2,Rosewood,2,2,1294
78956,3,Birchwood,2,2,1326
78956,4,Haydenwood,2,2,1343
78956,5,Ledgewood,2,2,1427
78956,6,Ledgewood II,2,2,1456
78956,7,Capewood,2,2,1620
78956,8,Breezewood,2,2,1343
78956,9,Haydenwood Sunroom,2,2,1618
78956,10,Willowood,2,2,1381
78956,11,Meadowood,2,2,1326
78956,12,Forestwood,2,2,1294
78956,13,Breezewood Sunroom,2,2,1709
78990,1,Firefly,0,1,408
78990,2,Golden,1,1,658
78990,3,Cosmos,1,1,717
78990,4,Amber,1,1,727
78990,5,Citron,1,1,740
78990,6,Saffron,1,1,775
78990,7,Canary,1,1,838
78990,8,Lemonade,2,2,994
78990,9,Moonbeam,1,1,997
78990,10,Honeycomb,2,2,960
78990,11,Marigold,2,2,1094
78990,12,Sunglow,2,2,1262
78991,1,A1,1,1,645
78991,2,A2,1,1,770
78991,3,A4 (798),1,1,792
78991,4,A3 - 1 Bedroom | Den,1,1,863
78991,5,B1,2,2,946
78991,6,B2,2,2,1134
78991,7,B3,2,2,1143
78991,8,C1,3,2,1407
78992,1,A4,0,1,461
78992,2,a1,0,1,583
78992,3,A3,0,1,594
78992,4,A2,0,1,631
78992,5,B1,1,1,665
78992,6,B2,1,1,665
78992,7,B2,1,1,702
78992,8,B3,1,1,721
78992,9,B5,1,1,747
78992,10,B4,1,1,767
78992,11,C1,1,1,814
78992,12,C2,1,1,879
78992,13,D1,2,2,1038
78992,14,D2,2,2,1084
78992,15,D3,2,2,1153
78992,16,E1,3,2,1293
78992,17,E2,3,2,1385
78992,18,D3.1,2,2,1174
80645,1,SA1,0,1,544
80645,2,SA2,0,1,545
80645,3,1A2,1,1,722
80645,4,1F1,1,1,755
80645,5,1C1,1,1,801
80645,6,1B2,1,1,769
80645,7,1B6,1,1,801
80645,8,2B3,2,2,1075
80645,9,2C1,2,2,1161
80645,10,2B1,2,2,1074
80645,11,2D1,2,2,1082
80645,12,2B1,2,2,1129
80645,13,1A2,1,1,749
80645,14,1A4,1,1,736
80645,15,1A4,1,1,752
80645,16,1A6,1,1,754
80645,17,1B2,1,1,763
80645,18,1C2,1,1,801
80645,19,1.00E+01,1,1,736
80645,20,2B4,2,2,1087
80645,21,2B4,2,2,1088
80645,22,2C1,2,2,1141
80645,23,2C4,2,2,1152
80645,24,2D1,2,2,1093
80645,25,2G1,2,2,1167
80645,26,2H1,2,2,1238
80645,27,3A1,3,2,1271
80645,28,SA4,0,1,540
80645,29,2F1,2,2,1132
80988,1,A2,1,1,764
80988,2,A1,1,1,712
80988,3,A3,1,1,1016
80988,4,A4TH,1,1.5,1198
80988,5,B1,2,1,1061
80988,6,C2,2,2,1142
80988,7,C1,2,2,1066
80988,8,C3,2,2,1157
80988,9,C7,2,2,1038
80988,10,C4,2,2,1315
80988,11,C5TH,2,2,1590
80988,12,D4,3,2,1547
80988,13,D1,3,2,1399
80988,14,D2,3,2,1461
80988,15,D3 DEN,3,2,1497
80988,20,C6TH,2,2,1776
83376,1,SA,0,1,615
83376,2,1E,1,1,713
83376,3,1F,0,1,726
83376,4,1B,1,1,654
83376,5,1L,1,1,773
83376,6,1L,1,1,764
83376,7,1H,1,1,743
83376,8,1D,1,1,710
83376,9,1U,1,1,814
83376,10,1T,1,1,793
83376,11,1K,1,1,763
83376,12,1J,1,1,757
83376,13,1X,1,1,828
83376,14,1M,1,1,764
83376,15,1N,1,1,764
83376,17,1S,1,1,844
83376,18,1P,1,1,764
83376,19,1Q,1,1,764
83376,20,1AA,1,1,894
83376,21,1A,1,1,644
83376,22,1KA,1,1,764
83376,23,1P,1,1,820
83376,24,1R,1,1,829
83376,25,1C,1,1,665
83376,26,1U,1,1,901
83376,27,1V,1,1,1363
83376,28,2C,2,2,1093
83376,29,2A,2,1,848
83376,30,2B,2,2,1000
83376,31,2G,2,2,1176
83376,32,2D,2,2,1118
83376,33,2F,2,2,1155
83376,34,2J,2,2,1234
83376,35,2E,2,2,1147
83376,36,2L,2,2,1514
83376,37,2K,2,2,1322
83376,38,2H,2,2,1224
83376,39,2M,2,2.5,1685
83376,40,1G,1,1,726
84757,1,~,1,1,670
84757,2,,1,1,759
84757,3,,1,1,772
84757,4,,1,1,776
84757,5,,1,1,786
84757,6,,1,1,787
84757,7,,1,1,789
84757,8,,1,1,799
84757,9,,1,1,804
84757,10,,1,1,811
84757,11,1 bed 1 bath,1,1,853
84757,12,,1,1,876
84757,13,,1,1,914
84757,14,,1,1,930
84757,15,,2,1,737
84757,16,,2,1,758
84757,17,,2,1,789
84757,18,,2,1,792
84757,19,,2,1,793
84757,20,,2,1,805
84757,21,,2,1,840
84757,22,,2,1,842
84757,23,,2,1,855
84757,24,,2,1,863
84757,25,,2,1,914
84757,26,2 beds 1 bath,2,1,928
84757,27,,2,1,936
84757,28,,2,2,1006
84757,29,,2,1,773
